race_id,series,year,race_file,team_key,team_race_relative_pace,team_race_relative_time
F1_2020_1031_austrian_grand_prix,F1,2020,1031_austrian_grand_prix,Alfa Romeo,0.43022688101086376,0.38900000000001
F1_2020_1031_austrian_grand_prix,F1,2020,1031_austrian_grand_prix,AlphaTauri,0.11420476900254115,0.10649999999999693
F1_2020_1031_austrian_grand_prix,F1,2020,1031_austrian_grand_prix,Ferrari,-0.14993458745576502,-0.12000000000000455
F1_2020_1031_austrian_grand_prix,F1,2020,1031_austrian_grand_prix,Haas F1 Team,0.8345732814159879,0.7250000000000085
F1_2020_1031_austrian_grand_prix,F1,2020,1031_austrian_grand_prix,McLaren,-0.46261856243562893,-0.4932500000000033
F1_2020_1031_austrian_grand_prix,F1,2020,1031_austrian_grand_prix,Mercedes,-1.3784207103319361,-1.2492499999999964
F1_2020_1031_austrian_grand_prix,F1,2020,1031_austrian_grand_prix,Racing Point,-0.4430983732635668,-0.46699999999999875
F1_2020_1031_austrian_grand_prix,F1,2020,1031_austrian_grand_prix,Red Bull,-1.0410599440300723,-0.7800000000000011
F1_2020_1031_austrian_grand_prix,F1,2020,1031_austrian_grand_prix,Renault,0.1659328133655734,0.14699999999999136
F1_2020_1031_austrian_grand_prix,F1,2020,1031_austrian_grand_prix,Williams,0.9468404371858624,0.7952500000000029
F1_2020_1032_styrian_grand_prix,F1,2020,1032_styrian_grand_prix,Alfa Romeo,0.38877403430500246,0.3475000000000037
F1_2020_1032_styrian_grand_prix,F1,2020,1032_styrian_grand_prix,AlphaTauri,0.2955221906057498,0.2524999999999977
F1_2020_1032_styrian_grand_prix,F1,2020,1032_styrian_grand_prix,Ferrari,-0.16357966688409878,-1.293999999999997
F1_2020_1032_styrian_grand_prix,F1,2020,1032_styrian_grand_prix,Haas F1 Team,0.32357798131211846,0.25250000000000483
F1_2020_1032_styrian_grand_prix,F1,2020,1032_styrian_grand_prix,McLaren,-0.17300552270987857,-0.13625000000000398
F1_2020_1032_styrian_grand_prix,F1,2020,1032_styrian_grand_prix,Mercedes,-0.9954717295640327,-0.8814999999999955
F1_2020_1032_styrian_grand_prix,F1,2020,1032_styrian_grand_prix,Racing Point,-0.30631015629616865,-0.2960000000000065
F1_2020_1032_styrian_grand_prix,F1,2020,1032_styrian_grand_prix,Red Bull,-0.6100044847788064,-0.5655000000000001
F1_2020_1032_styrian_grand_prix,F1,2020,1032_styrian_grand_prix,Renault,-0.18731257123446585,-0.17199999999999704
F1_2020_1032_styrian_grand_prix,F1,2020,1032_styrian_grand_prix,Williams,0.9794394134350038,0.8342500000000044
F1_2020_1033_hungarian_grand_prix,F1,2020,1033_hungarian_grand_prix,Alfa Romeo,0.1571180822016289,0.28000000000000114
F1_2020_1033_hungarian_grand_prix,F1,2020,1033_hungarian_grand_prix,AlphaTauri,0.3960987245566589,0.46699999999999875
F1_2020_1033_hungarian_grand_prix,F1,2020,1033_hungarian_grand_prix,Ferrari,0.06816389188464922,0.06900000000000261
F1_2020_1033_hungarian_grand_prix,F1,2020,1033_hungarian_grand_prix,Haas F1 Team,0.2784120746739506,0.3790000000000049
F1_2020_1033_hungarian_grand_prix,F1,2020,1033_hungarian_grand_prix,McLaren,0.12225528085003483,0.15000000000000568
F1_2020_1033_hungarian_grand_prix,F1,2020,1033_hungarian_grand_prix,Mercedes,-1.0977398378768624,-1.3189999999999955
F1_2020_1033_hungarian_grand_prix,F1,2020,1033_hungarian_grand_prix,Racing Point,-0.233988052877787,-0.3599999999999923
F1_2020_1033_hungarian_grand_prix,F1,2020,1033_hungarian_grand_prix,Red Bull,-0.39814938207866807,-0.5849999999999937
F1_2020_1033_hungarian_grand_prix,F1,2020,1033_hungarian_grand_prix,Renault,0,0
F1_2020_1033_hungarian_grand_prix,F1,2020,1033_hungarian_grand_prix,Williams,0.6374458358136375,0.78125
F1_2020_1034_british_grand_prix,F1,2020,1034_british_grand_prix,Alfa Romeo,0.576998892634686,0.5760000000000076
F1_2020_1034_british_grand_prix,F1,2020,1034_british_grand_prix,AlphaTauri,0.14222309794395008,0.12399999999999523
F1_2020_1034_british_grand_prix,F1,2020,1034_british_grand_prix,Ferrari,0,0
F1_2020_1034_british_grand_prix,F1,2020,1034_british_grand_prix,Haas F1 Team,0.030046083667399286,0.024500000000003297
F1_2020_1034_british_grand_prix,F1,2020,1034_british_grand_prix,McLaren,-0.20813536405051686,-0.18299999999999272
F1_2020_1034_british_grand_prix,F1,2020,1034_british_grand_prix,Mercedes,-1.7922306627721232,-1.6260000000000048
F1_2020_1034_british_grand_prix,F1,2020,1034_british_grand_prix,Racing Point,0.005305663105135864,0.0049999999999954525
F1_2020_1034_british_grand_prix,F1,2020,1034_british_grand_prix,Red Bull,-1.19414315716878,-1.0750000000000028
F1_2020_1034_british_grand_prix,F1,2020,1034_british_grand_prix,Renault,-0.017133098792272625,-0.015999999999998238
F1_2020_1034_british_grand_prix,F1,2020,1034_british_grand_prix,Williams,0.7022008063922712,0.5739999999999981
F1_2020_1035_70th_anniversary_grand_prix,F1,2020,1035_70th_anniversary_grand_prix,Alfa Romeo,1.067704627923356,1.1199999999999903
F1_2020_1035_70th_anniversary_grand_prix,F1,2020,1035_70th_anniversary_grand_prix,AlphaTauri,0,0
F1_2020_1035_70th_anniversary_grand_prix,F1,2020,1035_70th_anniversary_grand_prix,Ferrari,-0.15758571359243,-0.21100000000001273
F1_2020_1035_70th_anniversary_grand_prix,F1,2020,1035_70th_anniversary_grand_prix,Haas F1 Team,0.884733769122968,0.9522499999999994
F1_2020_1035_70th_anniversary_grand_prix,F1,2020,1035_70th_anniversary_grand_prix,McLaren,-0.0015404897343877092,-9.999999999976694e-4
F1_2020_1035_70th_anniversary_grand_prix,F1,2020,1035_70th_anniversary_grand_prix,Mercedes,-0.8656037630550655,-0.8462500000000048
F1_2020_1035_70th_anniversary_grand_prix,F1,2020,1035_70th_anniversary_grand_prix,Racing Point,-0.3912329798679385,-0.30325000000000557
F1_2020_1035_70th_anniversary_grand_prix,F1,2020,1035_70th_anniversary_grand_prix,Red Bull,-1.0408245553388662,-1.009999999999991
F1_2020_1035_70th_anniversary_grand_prix,F1,2020,1035_70th_anniversary_grand_prix,Renault,0.15957254714347002,0.1280000000000001
F1_2020_1035_70th_anniversary_grand_prix,F1,2020,1035_70th_anniversary_grand_prix,Williams,0.6871543682660783,0.6610000000000085
F1_2020_1036_spanish_grand_prix,F1,2020,1036_spanish_grand_prix,Alfa Romeo,0.37227879792543384,0.43849999999999767
F1_2020_1036_spanish_grand_prix,F1,2020,1036_spanish_grand_prix,AlphaTauri,-0.032707677112862155,-0.039749999999997954
F1_2020_1036_spanish_grand_prix,F1,2020,1036_spanish_grand_prix,Ferrari,0.011615304222452497,0.02049999999999841
F1_2020_1036_spanish_grand_prix,F1,2020,1036_spanish_grand_prix,Haas F1 Team,0.5865548189218612,0.6000000000000085
F1_2020_1036_spanish_grand_prix,F1,2020,1036_spanish_grand_prix,McLaren,-0.07909469065770362,-0.08300000000001262
F1_2020_1036_spanish_grand_prix,F1,2020,1036_spanish_grand_prix,Mercedes,-1.3918133476232115,-1.608000000000004
F1_2020_1036_spanish_grand_prix,F1,2020,1036_spanish_grand_prix,Racing Point,-0.10353147514926567,-0.14124999999999943
F1_2020_1036_spanish_grand_prix,F1,2020,1036_spanish_grand_prix,Red Bull,-0.6717533151841528,-0.758499999999998
F1_2020_1036_spanish_grand_prix,F1,2020,1036_spanish_grand_prix,Renault,0.26784881222153256,0.30750000000000455
F1_2020_1036_spanish_grand_prix,F1,2020,1036_spanish_grand_prix,Williams,0.6134250270785292,0.5619999999999976
F1_2020_1037_belgian_grand_prix,F1,2020,1037_belgian_grand_prix,Alfa Romeo,0.5114790038987442,0.5319999999999965
F1_2020_1037_belgian_grand_prix,F1,2020,1037_belgian_grand_prix,AlphaTauri,0.02241445271826113,0.03300000000000125
F1_2020_1037_belgian_grand_prix,F1,2020,1037_belgian_grand_prix,Ferrari,0.4113649491259112,0.4170000000000016
F1_2020_1037_belgian_grand_prix,F1,2020,1037_belgian_grand_prix,Haas F1 Team,0.7661256407098981,0.7924999999999898
F1_2020_1037_belgian_grand_prix,F1,2020,1037_belgian_grand_prix,McLaren,0,0
F1_2020_1037_belgian_grand_prix,F1,2020,1037_belgian_grand_prix,Mercedes,-1.1979943123717378,-1.5234999999999985
F1_2020_1037_belgian_grand_prix,F1,2020,1037_belgian_grand_prix,Racing Point,0,0
F1_2020_1037_belgian_grand_prix,F1,2020,1037_belgian_grand_prix,Red Bull,-0.30696789603111074,-0.3964999999999961
F1_2020_1037_belgian_grand_prix,F1,2020,1037_belgian_grand_prix,Renault,-0.38839417868319437,-0.4549999999999983
F1_2020_1037_belgian_grand_prix,F1,2020,1037_belgian_grand_prix,Williams,0.68771758374102,0.777000000000001
F1_2020_1038_italian_grand_prix,F1,2020,1038_italian_grand_prix,Alfa Romeo,0.5179971448327385,0.3609999999999971
F1_2020_1038_italian_grand_prix,F1,2020,1038_italian_grand_prix,AlphaTauri,0,0
F1_2020_1038_italian_grand_prix,F1,2020,1038_italian_grand_prix,Ferrari,0.7112232244942517,0.3754999999999953
F1_2020_1038_italian_grand_prix,F1,2020,1038_italian_grand_prix,Haas F1 Team,0.6729588397468195,0.4409999999999883
F1_2020_1038_italian_grand_prix,F1,2020,1038_italian_grand_prix,McLaren,-0.6280908407040031,-0.4232499999999959
F1_2020_1038_italian_grand_prix,F1,2020,1038_italian_grand_prix,Mercedes,-0.7363438383391411,-0.5644999999999953
F1_2020_1038_italian_grand_prix,F1,2020,1038_italian_grand_prix,Racing Point,-0.24516372794077956,-0.18800000000008765
F1_2020_1038_italian_grand_prix,F1,2020,1038_italian_grand_prix,Red Bull,0.31468278432164726,0.2259999999999991
F1_2020_1038_italian_grand_prix,F1,2020,1038_italian_grand_prix,Renault,-0.123377926683412,-0.07875000000000654
F1_2020_1038_italian_grand_prix,F1,2020,1038_italian_grand_prix,Williams,0.6906718103517002,0.5137499999999946
F1_2020_1039_tuscan_grand_prix,F1,2020,1039_tuscan_grand_prix,Alfa Romeo,0.47276249351161614,0.5245000000000033
