race_id,series,team_key,team_quality
F1_2020_1031_austrian_grand_prix,F1,Alfa Romeo,0.35760548198370923
F1_2020_1031_austrian_grand_prix,F1,AlphaTauri,0.16345990952571818
F1_2020_1031_austrian_grand_prix,F1,Ferrari,-0.5148983074150713
F1_2020_1031_austrian_grand_prix,F1,Haas F1 Team,0.5028866088905222
F1_2020_1031_austrian_grand_prix,F1,McLaren,-0.3960113428025865
F1_2020_1031_austrian_grand_prix,F1,Mercedes,-0.6169876609941729
F1_2020_1031_austrian_grand_prix,F1,Racing Point,-0.18006562183370212
F1_2020_1031_austrian_grand_prix,F1,Red Bull,-0.6517441592302482
F1_2020_1031_austrian_grand_prix,F1,Renault,-0.08175767922849916
F1_2020_1031_austrian_grand_prix,F1,Williams,0.40449215015085616
F1_2020_1032_styrian_grand_prix,F1,Alfa Romeo,0.3581110045045124
F1_2020_1032_styrian_grand_prix,F1,AlphaTauri,0.16124872145738636
F1_2020_1032_styrian_grand_prix,F1,Ferrari,-0.5148015338021044
F1_2020_1032_styrian_grand_prix,F1,Haas F1 Team,0.5065365753198355
F1_2020_1032_styrian_grand_prix,F1,McLaren,-0.3980800073720561
F1_2020_1032_styrian_grand_prix,F1,Mercedes,-0.619703611212385
F1_2020_1032_styrian_grand_prix,F1,Racing Point,-0.1886148853941645
F1_2020_1032_styrian_grand_prix,F1,Red Bull,-0.6548012901469238
F1_2020_1032_styrian_grand_prix,F1,Renault,-0.059679842690996715
F1_2020_1032_styrian_grand_prix,F1,Williams,0.4042609517377417
F1_2020_1033_hungarian_grand_prix,F1,Alfa Romeo,0.3609360770911389
F1_2020_1033_hungarian_grand_prix,F1,AlphaTauri,0.16002217836042407
F1_2020_1033_hungarian_grand_prix,F1,Ferrari,-0.5164451051408898
F1_2020_1033_hungarian_grand_prix,F1,Haas F1 Team,0.50685918893867965
F1_2020_1033_hungarian_grand_prix,F1,McLaren,-0.4001890131117698
F1_2020_1033_hungarian_grand_prix,F1,Mercedes,-0.6189783054796699
F1_2020_1033_hungarian_grand_prix,F1,Racing Point,-0.19313501685781334
F1_2020_1033_hungarian_grand_prix,F1,Red Bull,-0.6563038086057901
F1_2020_1033_hungarian_grand_prix,F1,Renault,-0.07138687839315083
F1_2020_1033_hungarian_grand_prix,F1,Williams,0.40668643810385063
F1_2020_1034_british_grand_prix,F1,Alfa Romeo,0.35581557940293085
F1_2020_1034_british_grand_prix,F1,AlphaTauri,0.16311822258740832
F1_2020_1034_british_grand_prix,F1,Ferrari,-0.5159616732835519
F1_2020_1034_british_grand_prix,F1,Haas F1 Team,0.5086332317315835
F1_2020_1034_british_grand_prix,F1,McLaren,-0.3978290799339087
F1_2020_1034_british_grand_prix,F1,Mercedes,-0.6140528386364411
F1_2020_1034_british_grand_prix,F1,Racing Point,-0.20809087410674604
F1_2020_1034_british_grand_prix,F1,Red Bull,-0.6506584626831652
F1_2020_1034_british_grand_prix,F1,Renault,-0.07031605971863379
F1_2020_1034_british_grand_prix,F1,Williams,0.4062271829933639
F1_2020_1035_70th_anniversary_grand_prix,F1,Alfa Romeo,0.3498313631189227
F1_2020_1035_70th_anniversary_grand_prix,F1,AlphaTauri,0.16485265061111504
F1_2020_1035_70th_anniversary_grand_prix,F1,Ferrari,-0.5148440441091375
F1_2020_1035_70th_anniversary_grand_prix,F1,Haas F1 Team,0.5025283196926151
F1_2020_1035_70th_anniversary_grand_prix,F1,McLaren,-0.3993047576075954
F1_2020_1035_70th_anniversary_grand_prix,F1,Mercedes,-0.62062466062025
F1_2020_1035_70th_anniversary_grand_prix,F1,Racing Point,-0.1833072089209289
F1_2020_1035_70th_anniversary_grand_prix,F1,Red Bull,-0.6517458286535901
F1_2020_1035_70th_anniversary_grand_prix,F1,Renault,-0.0813601625896177
F1_2020_1035_70th_anniversary_grand_prix,F1,Williams,0.4063338953205
F1_2020_1036_spanish_grand_prix,F1,Alfa Romeo,0.3583121659237754
F1_2020_1036_spanish_grand_prix,F1,AlphaTauri,0.1652515247222475
F1_2020_1036_spanish_grand_prix,F1,Ferrari,-0.5160440513276828
F1_2020_1036_spanish_grand_prix,F1,Haas F1 Team,0.5046581693369089
F1_2020_1036_spanish_grand_prix,F1,McLaren,-0.39875079902957167
F1_2020_1036_spanish_grand_prix,F1,Mercedes,-0.6168926777509723
F1_2020_1036_spanish_grand_prix,F1,Racing Point,-0.20128855296584594
F1_2020_1036_spanish_grand_prix,F1,Red Bull,-0.65436335517951
F1_2020_1036_spanish_grand_prix,F1,Renault,-0.08812742915699662
F1_2020_1036_spanish_grand_prix,F1,Williams,0.40685679844948974
F1_2020_1037_belgian_grand_prix,F1,Alfa Romeo,0.356614602436296
F1_2020_1037_belgian_grand_prix,F1,AlphaTauri,0.164579303626746
F1_2020_1037_belgian_grand_prix,F1,Ferrari,-0.5188791551922463
F1_2020_1037_belgian_grand_prix,F1,Haas F1 Team,0.5033755206098514
F1_2020_1037_belgian_grand_prix,F1,McLaren,-0.3993157611056981
F1_2020_1037_belgian_grand_prix,F1,Mercedes,-0.6182672808378623
F1_2020_1037_belgian_grand_prix,F1,Racing Point,-0.20775927016267504
F1_2020_1037_belgian_grand_prix,F1,Red Bull,-0.6569504858118012
F1_2020_1037_belgian_grand_prix,F1,Renault,-0.047112242225451184
F1_2020_1037_belgian_grand_prix,F1,Williams,0.40632990088450754
F1_2020_1038_italian_grand_prix,F1,Alfa Romeo,0.35653511291271073
F1_2020_1038_italian_grand_prix,F1,AlphaTauri,0.16485265061111504
F1_2020_1038_italian_grand_prix,F1,Ferrari,-0.5210058096274827
F1_2020_1038_italian_grand_prix,F1,Haas F1 Team,0.5040409977595877
F1_2020_1038_italian_grand_prix,F1,McLaren,-0.3948293979578124
F1_2020_1038_italian_grand_prix,F1,Mercedes,-0.6215413976749729
F1_2020_1038_italian_grand_prix,F1,Racing Point,-0.19243653716637632
F1_2020_1038_italian_grand_prix,F1,Red Bull,-0.661359355885225
F1_2020_1038_italian_grand_prix,F1,Renault,-0.06367575797543758
F1_2020_1038_italian_grand_prix,F1,Williams,0.4063089489227296
F1_2020_1039_tuscan_grand_prix,F1,Alfa Romeo,0.3570867550019927
F1_2020_1039_tuscan_grand_prix,F1,AlphaTauri,0.1634519690913698
F1_2020_1039_tuscan_grand_prix,F1,Ferrari,-0.5192856396011089
F1_2020_1039_tuscan_grand_prix,F1,Haas F1 Team,0.4990720230084647
F1_2020_1039_tuscan_grand_prix,F1,McLaren,-0.3993157611056981
F1_2020_1039_tuscan_grand_prix,F1,Mercedes,-0.6194016877500859
F1_2020_1039_tuscan_grand_prix,F1,Racing Point,-0.1973640752565996
F1_2020_1039_tuscan_grand_prix,F1,Red Bull,-0.6551438798884994
F1_2020_1039_tuscan_grand_prix,F1,Renault,-0.05347965154965181
F1_2020_1039_tuscan_grand_prix,F1,Williams,0.40694417390864335
F1_2020_1040_russian_grand_prix,F1,Alfa Romeo,0.3582588268744401
F1_2020_1040_russian_grand_prix,F1,AlphaTauri,0.16674299367324463
F1_2020_1040_russian_grand_prix,F1,Ferrari,-0.5159616732835519
F1_2020_1040_russian_grand_prix,F1,Haas F1 Team,0.5064326014297996
F1_2020_1040_russian_grand_prix,F1,McLaren,-0.40231879218092825
F1_2020_1040_russian_grand_prix,F1,Mercedes,-0.6198396766186883
F1_2020_1040_russian_grand_prix,F1,Racing Point,-0.1701214595230955
F1_2020_1040_russian_grand_prix,F1,Red Bull,-0.6546930155825337
F1_2020_1040_russian_grand_prix,F1,Renault,-0.05477924079730283
F1_2020_1040_russian_grand_prix,F1,Williams,0.4052213584451958
F1_2020_1041_eifel_grand_prix,F1,Alfa Romeo,0.36003772641942383
F1_2020_1041_eifel_grand_prix,F1,AlphaTauri,0.16261887787409965
F1_2020_1041_eifel_grand_prix,F1,Ferrari,-0.5159616732835519
F1_2020_1041_eifel_grand_prix,F1,Haas F1 Team,0.5064267084060092
F1_2020_1041_eifel_grand_prix,F1,McLaren,-0.3985393115004379
F1_2020_1041_eifel_grand_prix,F1,Mercedes,-0.6154473824796151
F1_2020_1041_eifel_grand_prix,F1,Racing Point,-0.20775927016267504
F1_2020_1041_eifel_grand_prix,F1,Red Bull,-0.6520852590018761
F1_2020_1041_eifel_grand_prix,F1,Renault,-0.04911845222265292
F1_2020_1041_eifel_grand_prix,F1,Williams,0.407995231224641
F1_2020_1042_portuguese_grand_prix,F1,Alfa Romeo,0.3588087339212513
F1_2020_1042_portuguese_grand_prix,F1,AlphaTauri,0.16411128877862716
F1_2020_1042_portuguese_grand_prix,F1,Ferrari,-0.5138779974063902
F1_2020_1042_portuguese_grand_prix,F1,Haas F1 Team,0.5045673667540909
F1_2020_1042_portuguese_grand_prix,F1,McLaren,-0.39912519787972783
F1_2020_1042_portuguese_grand_prix,F1,Mercedes,-0.6176628105726295
F1_2020_1042_portuguese_grand_prix,F1,Racing Point,-0.1975883777211625
F1_2020_1042_portuguese_grand_prix,F1,Red Bull,-0.654696401142177
F1_2020_1042_portuguese_grand_prix,F1,Renault,-0.06929421205993504
F1_2020_1042_portuguese_grand_prix,F1,Williams,0.40732637261854904
F1_2020_1043_emilia_romagna_grand_prix,F1,Alfa Romeo,0.35737001886044717
F1_2020_1043_emilia_romagna_grand_prix,F1,AlphaTauri,0.16735179354741841
F1_2020_1043_emilia_romagna_grand_prix,F1,Ferrari,-0.5157889757957829
F1_2020_1043_emilia_romagna_grand_prix,F1,Haas F1 Team,0.5042495807492766
F1_2020_1043_emilia_romagna_grand_prix,F1,McLaren,-0.3991388948554587
F1_2020_1043_emilia_romagna_grand_prix,F1,Mercedes,-0.6168727229684253
F1_2020_1043_emilia_romagna_grand_prix,F1,Racing Point,-0.2004771951487648
F1_2020_1043_emilia_romagna_grand_prix,F1,Red Bull,-0.657091342726164
F1_2020_1043_emilia_romagna_grand_prix,F1,Renault,-0.07790366281650564
F1_2020_1043_emilia_romagna_grand_prix,F1,Williams,0.4084085367781282
F1_2020_1044_turkish_grand_prix,F1,Alfa Romeo,0.3595119442777551
F1_2020_1044_turkish_grand_prix,F1,AlphaTauri,0.1635878726560011
F1_2020_1044_turkish_grand_prix,F1,Ferrari,-0.5127434402083921
F1_2020_1044_turkish_grand_prix,F1,Haas F1 Team,0.5061429133541873
F1_2020_1044_turkish_grand_prix,F1,McLaren,-0.3971343556299366
F1_2020_1044_turkish_grand_prix,F1,Mercedes,-0.6251958055748379
F1_2020_1044_turkish_grand_prix,F1,Racing Point,-0.20745431425257216
F1_2020_1044_turkish_grand_prix,F1,Red Bull,-0.6569175347866636
F1_2020_1044_turkish_grand_prix,F1,Renault,-0.07211392060974493
F1_2020_1044_turkish_grand_prix,F1,Williams,0.4045372825045782
F1_2020_1045_bahrain_grand_prix,F1,Alfa Romeo,0.35576513429567347
F1_2020_1045_bahrain_grand_prix,F1,AlphaTauri,0.16409631454346635
F1_2020_1045_bahrain_grand_prix,F1,Ferrari,-0.5171484291261398
F1_2020_1045_bahrain_grand_prix,F1,Haas F1 Team,0.501264301716839
F1_2020_1045_bahrain_grand_prix,F1,McLaren,-0.3970133733313997
F1_2020_1045_bahrain_grand_prix,F1,Mercedes,-0.6235416881825089
F1_2020_1045_bahrain_grand_prix,F1,Racing Point,-0.18483679384512808
F1_2020_1045_bahrain_grand_prix,F1,Red Bull,-0.65568436415939
F1_2020_1045_bahrain_grand_prix,F1,Renault,-0.06731808959134378
F1_2020_1045_bahrain_grand_prix,F1,Williams,0.4075507959639419
F1_2020_1046_sakhir_grand_prix,F1,Alfa Romeo,0.3559820513783463
F1_2020_1046_sakhir_grand_prix,F1,AlphaTauri,0.1668232496100765
F1_2020_1046_sakhir_grand_prix,F1,Ferrari,-0.516965092068237
F1_2020_1046_sakhir_grand_prix,F1,Haas F1 Team,0.5016894758125683
F1_2020_1046_sakhir_grand_prix,F1,McLaren,-0.3983723996404884
F1_2020_1046_sakhir_grand_prix,F1,Mercedes,-0.6204857563453634
F1_2020_1046_sakhir_grand_prix,F1,Racing Point,-0.19534564286504597
F1_2020_1046_sakhir_grand_prix,F1,Red Bull,-0.6590808072539122
F1_2020_1046_sakhir_grand_prix,F1,Renault,-0.06255201317205177
F1_2020_1046_sakhir_grand_prix,F1,Williams,0.40691186708624183
F1_2020_1047_abu_dhabi_grand_prix,F1,Alfa Romeo,0.35771629458260723
F1_2020_1047_abu_dhabi_grand_prix,F1,AlphaTauri,0.16457462821113125
F1_2020_1047_abu_dhabi_grand_prix,F1,Ferrari,-0.5172071552417672
F1_2020_1047_abu_dhabi_grand_prix,F1,Haas F1 Team,0.5007415077811088
F1_2020_1047_abu_dhabi_grand_prix,F1,McLaren,-0.39734815688888764
F1_2020_1047_abu_dhabi_grand_prix,F1,Mercedes,-0.6183599768553156
F1_2020_1047_abu_dhabi_grand_prix,F1,Racing Point,-0.2085032264195048
F1_2020_1047_abu_dhabi_grand_prix,F1,Red Bull,-0.6506384364767674
F1_2020_1047_abu_dhabi_grand_prix,F1,Renault,-0.072214759492441
F1_2020_1047_abu_dhabi_grand_prix,F1,Williams,0.4055966628899443
F1_2021_1051_qatar_grand_prix,F1,Alfa Romeo,0.3599591801142273
F1_2021_1051_qatar_grand_prix,F1,AlphaTauri,0.16510818660274104
F1_2021_1051_qatar_grand_prix,F1,Alpine F1 Team,0.21079465495174268
F1_2021_1051_qatar_grand_prix,F1,Aston Martin,0.19152845105084967
F1_2021_1051_qatar_grand_prix,F1,Ferrari,-0.515862574825247
F1_2021_1051_qatar_grand_prix,F1,Haas F1 Team,0.5020758024230143
F1_2021_1051_qatar_grand_prix,F1,McLaren,-0.399259823960242
F1_2021_1051_qatar_grand_prix,F1,Mercedes,-0.6210799421153372
F1_2021_1051_qatar_grand_prix,F1,Red Bull,-0.6523685035554921
F1_2021_1051_qatar_grand_prix,F1,Williams,0.40616549391555357
F1_2021_1052_bahrain_grand_prix,F1,Alfa Romeo,0.3611121516549695
F1_2021_1052_bahrain_grand_prix,F1,AlphaTauri,0.16525626915015723
F1_2021_1052_bahrain_grand_prix,F1,Alpine F1 Team,0.20623473759217079
